Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
утратить,,Acc,интерес,к жизни,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
варьировать,,Acc,состав,то с Сенсиблом то с Джеймсом,1,6,-5,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
подать,,Acc,докладную записку с предложением передать издательству Всемирная литература кроме права издания всей переводной литературы также выпуск отечественной классической литературы Об издании произведений русской художественной литературы,в Наркомпрос,25,2,23,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
выдавать,,Acc,себя,за беженца Пауля Наглу,1,4,-3,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
занять,,Acc,9 место,в первенстве страны,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
перевозить,,Acc,души,к экзальтации,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
совершать,Nom,Acc,рейсы,в аэропорту Канберры,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
рассказывать,,Gen,ничего порочащего,о последнем,2,2,0,3,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,postverbal
получить,,Acc,свое отражение,в ряде законодательных актов 30 40-х годов XIX века,2,9,-7,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
путать,,Acc,виртуальный мир,с реальностью,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
совершить,,Acc,путешествие,на микроавтобусе который Дитер сделал сам специально для Уши понимая что Уши нужна свобода,1,14,-13,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
нести,,Gen,ответственности,за преступления совершенные им до 1988 г.,1,7,-6,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
устраивать,,Acc,сложные ловушки,на нём,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
проводить,,Acc,экскурсии,к ней,1,2,-1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
взимать,,Acc,символическую плату,за них,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
задействовать,,Acc,часть внутреннего пространства,под систему раздвижных дверей,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
проводить,,Acc,просмотр молодых игроков в команду,в Тестаккио районе Рима,5,4,1,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
возглавлять,Gen,Acc,Амурскую Золотопоисковую партию,на Дальнем Востоке,3,3,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
внести,,Acc,вклад,в некоторые из крупнейших боевиков блокбастеров конца 1980-х начала 1990-х годов включая работу над Смертельным оружием и Последним бойскаутом,1,19,-18,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
составлять,,Gen,9365 человек,на 2004 г,2,3,-1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
замещать,,Acc,епископа Бернхарда I Хильдесхеймского,на Реймском соборе,4,3,1,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
закончить,,Acc,своё повествование,на этом,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
пригласить,,Acc,ряд опытных футболистов Кирилла Доронина Валерия Фадеева из московского Динамо спартаковца Ивана Варламова,в команду,13,2,11,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
использовать,,Acc,нецензурную лексику,в диалогах,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
включать,,Gen,тридцать рассказов из которых лишь некоторые имеют общих персонажей или место действия,в себя,12,2,10,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
готовить,,Acc,пищу,на огне,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
выпустить,Nom,Acc,первую модель предназначавшуюся для пастеризационного оборудования,в 1938 году,6,3,3,2,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
свести,,Acc,разных людей,в одном фронтовом окопе,2,4,-2,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
получить,,Acc,предложение перейти под покровительство Турции,от турецкого командующего Омера Лютфи паши,5,6,-1,8,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
привлечь,,Acc,параллельные скандинавские и шотландские сказания испанские романсы старофранцузские и некоторые славянские песни,к сравнению,12,2,10,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
принять,,Acc,участие в переправе через Дунай у Галаца в занятии Мачина и в борьбе под Силистриею,между прочим,15,2,13,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
пересекать,,Acc,Казанское направление МЖД,рядом с платформой Игнатьево,3,4,-1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
возглавлять,,Acc,турнирную таблицу Первого дивизиона,с 10-очковым отрывом от ближайших преследователей,4,6,-2,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
отправлять,,Acc,его,в карательные походы,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
составлять,,Gen,5877 градусов,по Кельвину,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
отвергать,,Acc,этот принцип,из-за присутствия квантовой запутанности безотносительно к расстоянию наиболее чётко продемонстрированной ЭПР Парадоксом и количественно формализованной неравенствами Белла,2,17,-15,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
иметь,,Acc,общую площадь,"в 15,8 квадратных километров",2,4,-2,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
преподавать,,Acc,духовные упражнения,по методу святого Игнатия Лойолы,2,5,-3,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
стать,,Ins,капитаном Команда Индия,в 24-часовой картинговой гонке в Дубае,3,6,-3,1,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
внести,,Acc,значительный вклад,в формирование и развитие азербайджанской монументальной и станковой пластики,2,9,-7,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
восстановить,,Acc,свой контроль,над ними,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
заканчиваться,,Ins,соответствующими концевыми нервными аппаратами,на гладких мышцах железа́х и в других тканях,4,8,-4,16,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
сделать,,Acc,шаг,навстречу производителям,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
играть,,Acc,большую роль,в борьбе греков за освобождение от турецкого ига,2,8,-6,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
собирать,,Acc,ясак с подвластного населения,часто для последующей передачи его своему сюзерену Казанскому хану или Московскому царю,4,12,-8,1,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
задумать,Nom,Acc,её,как Собрание верующих в систему Станиславского,1,6,-5,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
основать,,Acc,Народную партию,в Халебе,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
владеть,,Ins,отцовским состоянием,вместе с двумя братьями и матерью,2,6,-4,9,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
затеять,,Acc,процесс,с ними,1,2,-1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
использовать,,Acc,растущий сайт,как площадку для интернет-рекламы,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
покупать,,Acc,яд,для того,1,2,-1,1,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
изучать,,Acc,экономику,в Университете Уэбстера США,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
защитить,,Acc,докторскую степень в области экономики сельского хозяйства,в Богорском сельскохозяйственном институте,7,4,3,2,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
послать,,Acc,20-тысячное войско,в Крым,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
поддерживать,,Acc,радиосвязь штаба норвежского отряда,с Лондоном,4,2,2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
понять,,Acc,их смысл,иначе как через схему духовной индивидуальности,2,6,-4,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
отображать,,Acc,код ошибки,на своем индикаторе,2,3,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
взять,,Acc,курфюршество Саксония и земли вокруг Виттенберга,под свой контроль,6,3,3,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
казнить,,Acc,одного из своих сыновей,лишь по подозрению в нарушении им установленных законов,4,8,-4,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
использовать,,Acc,своё большое состояние,на просвещение греков а также развитие науки и образования в России,3,11,-8,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
устанавливать,,Acc,обязанность Правительства,по обеспечению жизненного уровня населения,2,5,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
начать,,Acc,крупное наступление,на морской порт Монгла,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
прислать,,Acc,открытку из южной России,в Югославию,4,2,2,5,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
сводить,,Acc,все надежды на устраиваемые аэростатами лесные пожары,на нет,7,2,5,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
издавать,,Acc,лишь один звук,в определенный момент времени,3,4,-1,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
одержать,,Acc,решительную победу,в битве при Аргинусских островах в которой спартанцы потеряли больше половины кораблей а их военачальник Калликратид погиб,2,17,-15,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
получить,,Acc,степень Магистра бизнес-администрирования,в Гарвардской школе бизнеса,3,4,-1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
одержать,,Acc,победу,со счетом 3 1,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
потерпеть,,Acc,поражение,в Чэнгао,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
доставлять,,Acc,большое неудобство для Гоминьдана,во времена Второй мировой войны и последующей за ней гражданской войны,4,11,-7,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
создавать,,Acc,еврейский мир,в своих картинах,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
заменить,,Nom,КА Ямал 201,в позиции 90 ° в. д.,3,6,-3,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
пройти,,Acc,всё,на 100 %,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
достигнуть,,Gen,4-го места,в чарте Великобритании,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
получить,,Acc,активную ротацию,на радио,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
обратить,,Acc,внимание,на низкое качество английского перевода игры,1,6,-5,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
отпугнуть,,Acc,игроков,от King&#39;&#39;s Bounty,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
нести,,Acc,разную тематику охватывающую такие темы как любовь романтика свобода и развлечения,в себе,11,2,9,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
построить,,Acc,ломаную,с меньшим числом точек,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
наслать,,Gen,своего отражения,в речи США фонология и лексика которой по-прежнему носят архаичный характер,2,11,-9,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
представлять,,Acc,интересы южных провинций Йемена оккупированных Британией,в ООН,6,2,4,1,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
сосредоточить,,Acc,огонь,на самом крупном корабле противника,1,5,-4,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
прописать,Ins,Acc,карбонат лития,при биполярном аффективном расстройстве,2,4,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
учитывать,,Acc,возраст учащегося,при выборе предметов преподавания,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
нести,,Acc,ответственность за деятельность братства,в межсъездный период,4,3,1,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
включать,,Acc,западные районы сегодняшних Украины и Белоруссии а также юг Латвии,в себя,10,2,8,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
вывести,,Acc,театр,на профессиональный уровень,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
начать,,Acc,переброску,за 150 километров к Мясному Бору где сложилась угрожающая ситуация в горловине прорыва,1,13,-12,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
оценить,,Acc,игру,в 5 баллов из 10 возможных,1,6,-5,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
провести,,Gen,не более 10 матчей,за каждый из них,4,4,0,8,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
основать,,Acc,Благотворительный фонд Короля Кигели V,с целью помощи своим соотечественникам руандийцам,5,6,-1,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
составлять,,,10 15 % общей её заготовки,в стране,6,2,4,4,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
покидать,,Acc,гнездо,через 22 дня,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
сравнивать,,Acc,новоприбывших,с Бонни и Клайдом,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
принять,,Acc,участие,на отборочном конкурсе на Евровидение,1,5,-4,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
составлять,,Acc,всего пенни,в день,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
иметь,,Acc,определённое количество стрел,в колчане,3,2,1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
метать,,Acc,бисер,перед свиньями,1,2,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
записать,,Acc,видеообращение в поддержку ЛГБТ сообщества,для проекта Против гомофобии,5,4,1,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
выпустить,,Acc,различные ремиксы транслируемые по французскому радио известных музыкантов таких как Мадонна Бритни Спирс Daft Punk и Моби,с DJ Da Гай,17,4,13,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
натравить,,Acc,женщин Кабула,против талибов,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
критиковать,,Acc,марксизм,с позиций близких к Антонио Грамши и народничеству,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
завоевать,,Acc,золотую медаль,в командных соревнованиях,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
забить,,Acc,сваи,под бассейн,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
возбудить,,Acc,только один атом из основного,в ридберговское состояние,5,3,2,3,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
отправить,,Acc,своего соперника,в тяжелейший нокаут,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
привести,,Acc,её,на последнее место в списке 24 крупнейших бирж мира,1,9,-8,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
назвать,,Acc,призванную девушку,в честь своего кота,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
заключать,,Acc,контракт хозяина и слуги,с ней,4,2,2,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
открывать,,Acc,огонь,по ним,1,2,-1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
провести,,Acc,весь матч,на поле,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
получить,,Acc,степень магистра делового администрирования,в бизнес-школе Келлогг Северо-Западного университета,4,5,-1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
включать,,Acc,чисто инструментальные нередко светского происхождения композиции для органа или струнных ансамблей,в мессу,11,2,9,10,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
переиздать,,Acc,альбом,в 1988,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
прервать,,Acc,железнодорожное сообщение из Мэйкона в Атланту,с тем,6,2,4,2,8,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
давать,,Acc,деньги,в рост,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
одержать,,Acc,победу,в Кубке лиги Кубке кубков и Кубке Англии,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
взять,,Acc,обязательство до 2006 года увеличить военные расходы до 2 % от ВВП с тем чтобы уровень военных расходов соответствовал уровню стран НАТО,на себя,22,2,20,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
носить,,Acc,символы Императорской власти не совместимые с официальной идеологией правившего тогда режима,на себе,11,2,9,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
проводить,,Acc,археологические раскопки,в городской черте Ленинграда,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
обвинить,,Acc,ливийского руководителя,в поддержке Сомалийского демократического фронта спасения и Сомалийского национального движения,2,10,-8,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
водить,,Acc,поезда,лишь за счёт силы сцепления гладких колёс с гладкими рельсами,1,10,-9,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
одержать,,Acc,первую победу,на этапе Кубка мира,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
разделить,,Acc,свои войска,на 5 дивизий,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
оказать,,Acc,большое влияние,на судьбу Александра который потерял отца в возрасте трёх лет,2,10,-8,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
потерять,,Gen,отца,в возрасте трёх лет,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
отбросить,,Acc,противника,к Чёрному морю,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
передавать,,Acc,код и ресурсы,на развитие некоммерческих операционных систем BSD,3,6,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
включать,Nom,Acc,изменения произошедшие в футбольном мире за год,в себя,7,2,5,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
иметь,Nom,Acc,массу,около 12 солнечных масс,1,4,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
обыграть,,Acc,советских хоккеистов,со счетом 12:6,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
дожить,,Dat,трёх дней,до своего 95-летия,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
сохранять,,Acc,вирулентные свойства,при низких температурах,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
околдовывать,,Acc,людей,с целью обрести над ними власть dbang du bsdud,1,9,-8,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
обрести,,Acc,власть dbang du bsdud,над ними,4,2,2,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
стать,,Ins,седьмым,для Марибора,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
заявить,,Gen,его личного выбора,об уважении,3,2,1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
получить,Nom,Acc,отказ,в клиниках где делают операции по перемене пола,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
рассматривать,,Acc,мыслительную деятельность,как результат взаимодействия между нейронами в головном мозге,2,8,-6,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
нанести,,Acc,удар,по японским позициям в Соломонауа,1,5,-4,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
приводить,,Acc,жителей,в панику,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
проводить,,Acc,чемпионат,в тот год когда проходит зимняя Олимпиада,1,7,-6,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
догнать,,Acc,вора,на машине офицера Барбрэди,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
наставлять,,Acc,дуло ружья,на вышедшего из-под ковра Джерри,2,5,-3,6,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
исполнять,,Acc,песню,на складе,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
захватить,Gen,Acc,всю Великую Моравию,к 870 году,3,3,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
описывать,,Acc,угловую зависимость вероятности нахождения электрона в центральном поле атома,в сферических координатах φ θ,9,5,4,10,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
стать,,Ins,членом Еврозоны,в 2007 году,2,3,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
заменить,,Acc,толар,в качестве официальной валюты Словении,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
сыграть,,Acc,большую роль,в создании НИИ полупроводниковой электроники НИИ 35,2,7,-5,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
посетить,Nom,Acc,Аугсбург,в 1569 году,1,3,-2,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
заключать,,Gen,чего-либо реакционного или противообщественного,в себе,4,2,2,3,2,indefinite,indefinite,pronominal,pronominal,preposition,shifted,postverbal
прорвать,,Acc,немецкий фронт,у хребта Пашендейль,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
занимать,,Acc,замок,до 1806 года,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
выложить,,Acc,карты,на стол,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
выпускать,,Acc,второй диск,под названием Попутчик в ад ирокез и пулемет,2,8,-6,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
собрать,,Acc,комитет из наиболее квалифицированных игроков страны,для этой цели,6,3,3,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
получить,,Acc,большую известность,за свои книжные миниатюры,2,4,-2,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
достигать,,Gen,полового созревания,в возрасте 3-4 лет,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
