Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
ljubiti,,Acc,sina,prije odlaska na misiju očuvanja mira u Afganistanu,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nametnuti,,Acc,svoje vlastite interese,ispred interesa Saveza,3,3,0,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
čuvati,,Acc,mir,u Iraku,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
potpisati,,Acc,ustavne izmjene,u petak 21. svibanj,2,4,-2,9,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
završiti,,Acc,pregovore s Hrvatskom,do jeseni 2009,3,3,0,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
preuzeti,,Acc,šestomjesečni mandat,na mjestu predsjedatelja rotirajućeg predsjedništva EU,2,6,-4,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poduzeti,,Acc,nužne korake ka otvaranju pregovora o nekima od težih poglavlja,do lipnja,10,2,8,2,12,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
čestitati,,Dat,Hrvatskoj,na pozivnici za priključenje NATO-u koju je dobila prošlog tjedna,1,10,-9,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
predstaviti,,Acc,pregovaračko stajalište Zagreba,do lipnja,3,2,1,2,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
predstaviti,,Acc,okvirni raspored za tehnički završetak pregovora u 2009,uz uvjet da Hrvatska ispuni niz zadanih uvjeta,8,8,0,2,11,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
potaknuti,,Acc,Makedoniju,na ubrzanje pregovora u sporu oko imena,1,7,-6,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
održavati,,Acc,konzultacije,u cilju rješavanja spora oko imena s Grčkom,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
početi,,Acc,razgovore,u cilju rješavanja postojećeg spora oko naziva s Grčkom koji je Makedoniju koštao pozivnice u NATO,1,16,-15,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
kontaktirati,,Acc,grčku ministricu vanjskih poslova Doru Bakoyannis,u ponedjeljak,6,2,4,5,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
izvršiti,,Acc,niz pretresa,u cilju uhićenja osumnjičenih terorista,2,5,-3,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
uhititi,,Acc,još neidentificiranu osobu,zbog navodne umiješanosti u terorizam,3,5,-2,3,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pretražiti,,Acc,još dvije lokacije,u sarajevskim četvrtima Sedrenik i Barice,3,6,-3,3,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
primjenjivati,,Acc,carinska davanja,na međusobne proizvode,2,3,-1,2,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prevesti,,Acc,pomoć,u Pojas Gaze,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
napustiti,,Acc,luku Pirej,bez dozvole,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prekinuti,,Acc,blokadu Gaze,u svibnju 2010. godine,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
izvršiti,,Acc,prepad,na brod koji je bio na čelu konvoja,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
izazvati,,Acc,prosvjede propalestinskih aktivista,u Ateni,3,2,1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
okriviti,,Acc,nekoga,za svoj neuspjeh,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
izvršiti,,Acc,pritisak,na Grčku,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
objaviti,,Acc,priopćenje u kojem pozivaju sve koji žele isporučiti pomoć građanima Gaze da to učine preko uspostavljenih kanala kako bi se njihov teret mogao pregledati i prebaciti već uspostavljenim kopnenim putevima,u subotu,30,2,28,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
preuzeti,,Acc,obveze članstva,od dana pridruživanja,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
uzeti,,Gen,što više poena,na izborima,3,2,1,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
okupiti,,Acc,predsjednike Albanije Bosne i Hercegovine Bugarske Hrvatske Slovenije i Srbije i Crne Gore,zajedno s predstavnicima UN-a EU nevladinih udruga intelektualcima i stručnjacima iz oko 20 zemalja,13,14,-1,2,22,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
obratiti,,Dat,sudionicima,tijekom plenarne sjednice,1,3,-2,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pomoći,,Dat,našim zemljama,u nadvladavanju postojećih teškoća,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sukobiti,,Acc,oslabljenu vladu,s profesorima i studentskim udrugama,2,5,-3,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tražiti,,Acc,pojas za spašavanje,zbog vlastite nekompetentnosti i neučinkovitosti,3,5,-2,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
potpisati,,Acc,sporazum o suradnji na području borbe protiv krijumčara droge,u petak 26. kolovoza,9,4,5,8,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
igrati,,Acc,vodeću ulogu,u regiji,2,2,0,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
potpisati,,Acc,slične sporazume o borbi protiv droge,sa Srbijom i Makedonijom,6,4,2,2,8,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
isključiti,,Acc,Prištinu,iz svojeg obilaska regije,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
utemeljiti,,Acc,skupinu Inicijativa Allianoi,uz slogan Ne dozvolite potapanje Allianoia,3,6,-3,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pomoći,,Acc,napore u Allianoiu usmjerene na očuvanje grada,u okviru svojeg programa Kultura 2000,7,6,1,1,10,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
otvoriti,,Acc,branu,prema predviđenom planu,1,3,-2,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
obeshrabrivati,,Acc,pojedince,u traženju pravde,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pomagati,,Dat,žrtvama,pri podnošenju pritužbi Odjelu unutarnje kontrole Ministarstva unutarnjih poslova sastancima s javnim ombudsmanom podnošenju tužbi predočenju nužne medicinske dokumentacije na sudu i drugim aktivnostima,1,24,-23,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
razmotriti,,Acc,mogućnost upućivanja mirovne misije,na sljedećem sastanku ministara vanjskih poslova zemalja članica EU-a koji će se 5. i 6. rujna održati u Avignonu u Francuskoj,4,21,-17,1,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
otkriti,,Acc,prirodni plin,na polju Zalata-Dravica,2,3,-1,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prositi,,Acc,novac,u Ateni,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
iskusiti,,Acc,pogoršanje svoje financijske situacije,tijekom proteklih 12 mjeseci,4,4,0,1,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
otkriti,,Acc,pojedinosti o novom programu obuke,u srijedu 23. lipnja,5,4,1,8,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
uplaćivati,,,do 90% svojeg profita,u proračun,4,2,2,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pobijediti,,Acc,Grčku,s rezultatom 10-6,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
postići,,Gen,oba zgoditka,za SAD,2,2,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pozvati,,Acc,djecu,u svoju radionicu,1,3,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
proglasiti,,Acc,neovisnost od Srbije,prije četiri tjedna,3,3,0,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
provoditi,,Acc,operaciju ponovnog preuzimanja suda u Mitrovici,pod nadzorom UNMIK-a,6,3,3,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
strgati,,Acc,ploču UNMIK-a,s fasade,2,2,0,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
imati,,Acc,isključivu administrativnu nadležnost,na Kosovu,3,2,1,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
usmrtiti,,Acc,jednu osobu,u četvrtak 24. lipnja,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zaustaviti,,Acc,policiju,u nastojanjima da očuvaju sigurnost naših državljana naših četvrti i gradova,1,11,-10,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zavaravati,,Acc,ljude,u vezi sa stanjem gospodarstva u zemlji,1,7,-6,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pozivati,,Acc,Srbiju,na suradnju s tribunalom UN-a za ratne zločine,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
propustiti,,Acc,cijelu sezonu Svjetskog kupa 2006 2007.,zbog ozljede,6,2,4,5,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
igrati,,Acc,emotivnog plaćenog ubojicu,u filmu u kojem će osim njega glumiti i mlada zvijezda Hilary Duff,3,13,-10,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
napustiti,,Acc,parlament,s jednom cipelom,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
učiniti,,Acc,zemlju učinkovitijom,u cilju ostvarenja tih ciljeva,2,5,-3,1,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pohvaliti,,Acc,prijateljske nove odnose s Brazilom,u srijedu 26. svibnja,5,4,1,10,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
osvojiti,,Acc,naslov pobjednika Wimbledona u mješovitim parovima,u nedjelju 8. srpanj,6,4,2,8,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
predstavljati,,Acc,značajno pitanje,za niz grčkih vlada,2,4,-2,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zamijeniti,,Acc,Passya,na mjestu CiO-a OESS-a,1,4,-3,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pozivati,,Acc,birače,na sudjelovanje na izborima,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ponuditi,,Acc,svoju potporu HDZ-u,u zamjenu za mjesto u Saboru,3,6,-3,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dobiti,,Acc,azil,u Hrvatskoj,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pokrenuti,,Acc,svojevrsni trend,u regiji,2,2,0,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pretrpjeti,,Acc,progon,zbog svojih uvjerenja,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dobiti,,Acc,azil,u Hrvatskoj,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
podnijeti,,Acc,molbu za azil,u rujnu,3,2,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pohvaliti,,Acc,Hrvatsku,zbog takve odluke,1,3,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
načiniti,,Acc,važan korak u smjeru funkcionalnog sustava azila,u skladu s Konvencijom o izbjeglicama iz 1951. godine i europskim standardima i praksom,7,14,-7,2,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dobiti,,Acc,zahtjev,na razmatranje,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
otvoriti,,Acc,svoje morske i zračne luke za promet s Cipra,prije 6. prosinca,9,3,6,5,12,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
osvojiti,,Acc,zlatno odličje,na svjetskom prvenstvu u skoku u vis na otvorenom koje je održano u Osaki,2,14,-12,2,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
privući,,Gen,oko 40.000 građana,na ulice,3,2,1,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
predstavljati,,Acc,Srbiju koja je u svibnju domaćin ovogodišnjeg natjecanja za Pjesmu Eurovizije,sa svojom pjesmom Oro,11,4,7,2,17,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pozivati,,Acc,Bugarsku,na jačanje borbe protiv organiziranog kriminala i korupcije,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pokazati,,Acc,opipljiv napredak,u provedbi pravosudnih reformi i borbi protiv organiziranog kriminala i korupcije,2,11,-9,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
priključiti,,Dat,EU,u siječnju 2007. godine,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pohvaliti,,Acc,Sofiju,za pozitivne korake koje je poduzela od studenog uključujući usvajanje određenog broja novih zakona i imenovanje novog glavnog tužitelja,1,19,-18,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
apsorbirati,,Acc,resurse,iz europskih fondova koje treba primiti u budućnosti,1,8,-7,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poduzimati,,Acc,potrebne mjere na ispunjavanju svojih obveza,u području borbe protiv organiziranog kriminala i korupcije,6,8,-2,2,8,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
informirati,,Acc,Rehna,o planiranim strukturnim promjenama u tužiteljstvu,1,6,-5,2,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
imati,,Acc,ozbiljne štetne učinke,na odaziv i rezultate,3,4,-1,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
koristiti,,Acc,internet,u BiH,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
postavljati,,Acc,postove,na svom blogu,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
spriječiti,,Acc,poslodavce,u lošem ophođenju,1,3,-2,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
voziti,,Acc,bicikl,pokraj vojnika KFOR-a,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pokrenuti,,Acc,dijalog,s namjerom da se riješe praktična pitanja,1,7,-6,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
omogućiti,,Acc,iskorak,u svojim međusobnim odnosima kao i u domeni eurointegracija,1,9,-8,4,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pomoći,,Dat,međunarodnoj zajednici,u ponovnoj uspostavi reda na sjeveru i omogućavanju slobode kretanja i trgovine na tom području,2,15,-13,2,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
imati,,Acc,razne reakcije i tumačenja,na obje strane,4,3,1,2,7,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
završiti,,Acc,dvodnevnu misiju utvrđivanja činjenica na Kosovu,u subotu,6,2,4,5,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
podupirati,,Acc,Srbiju,u njezinu protivljenju prijedlogu o statusu Kosova kojeg je iznio bivši finski predsjednik Martti Ahtisaari a kojim se poziva na nadziranu neovisnost,1,22,-21,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
objaviti,,Acc,priopćenje,u subotu,1,2,-1,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
proglasiti,,Acc,neovisnost,do konca svibnja,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prodati,,Acc,svoju državnu monopolističku tvrtku za proizvodnju duhana Bulgartabac,nakon pet neuspješnih pokušaja u proteklih 13 godina,8,8,0,4,12,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
imati,,Gen,nekoliko odredbi uključenih na ustrajavanje sindikata djelatnika,u tri Bulgartabacove tvornice u Sofiji Blagoevgradu i Plevenu,7,9,-2,2,11,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
promijeniti,,Acc,glavne djelatnosti tvrtke,u idućih deset godina,3,4,-1,2,7,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
smanjivati,,Acc,svoj udjel u tvrtki,u idućih pet godina,4,4,0,2,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
provoditi,,Acc,strukturne promjene ili transformacije,unutar grupe,4,2,2,2,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
povući,,Acc,svoju ponudu,uz pojašnjenje da nije bila u skladu s financijskim planovima te tvrtke,2,12,-10,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prodati,,,80 posto,za 100 milijuna eura,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
osigurati,,Acc,autocestu,za svoju najvažniju prometnu rutu,1,5,-4,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
osigurati,,Gen,šest milijuna,iz državnog proračuna Makedonije,2,4,-2,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
igrati,,Acc,sve značajniju ulogu u razvoju i upravljanju tvrtkama kao i u donošenju financijskih odluka u obiteljima i u društvu uopće,unatoč tradicionalnim regionalnim idejama o njihovoj ulozi kućanica,20,8,12,3,26,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pokazati,,Acc,veliku upornost u održanju svojih tvrtki,posebice tijekom gospodarske krize,6,4,2,3,12,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prihvatiti,,Acc,me,s poštovanjem i kao gospoda,1,5,-4,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
započinjati,,Acc,karijere,u trgovini i uslužnom sektoru,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nastaviti,,Acc,izgradnju nuklearne elektrane Belene,s ruskim sredstvima,4,3,1,1,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ponuditi,,Gen,"1,9 milijardi eura",za dovršetak izgradnje koja bi trebala biti završena do konca 2011. godine,3,12,-9,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
uložiti,,Gen,još novca,u vrlo upitan projekt,2,4,-2,2,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
usmjeravati,,Acc,se,na alternativne energetske izvore,1,4,-3,1,5,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
pokrivati,,,oko 60 posto svojih energetskih potreba,sa sadašnjom proizvodnjom struje,6,4,2,3,9,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
imati,,,15 do 20 posto dionica,u zamjenu za kredit od skoro 2 milijarde eura,5,9,-4,4,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
započinjati,,Acc,misiju utvrđivanja činjenica,u Prištini i Beogradu,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pozvati,,Acc,kosovske čelnike,na jačanje svoje predanosti ispunjavanju standarda koje su odredili UN,2,10,-8,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prisiliti,,Acc,srbijanske snage,na odlazak iz pokrajine,2,4,-2,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
osvojiti,,Acc,Zlatnog lava,na Filmskom festivalu u Veneciji,2,5,-3,2,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
registrirati,,Acc,povećanje dioničarskog kapitala Divčeve kompanije,u beogradskom dnevniku Večernje novosti,5,5,0,1,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nuditi,,Gen,3.500 eura po dionici,ali bez spominjanja socijalnog programa,4,5,-1,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prodati,,Acc,svoje dionice,na burzi,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
kupiti,,Acc,nešto,u Srbiji,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
pozvati,,Acc,Sofiju,na poduzimanje odlučne akcije u smanjivanju korupcije i kriminala u zemlji,1,11,-10,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pomoći,,Dat,Bugarskoj,u ispunjenju zahtjeva EU,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
provesti,,Acc,godine,u egzilu u Španjolskoj,1,4,-3,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
kazati,,Dat,najvišim dužnosnicima Srbije i Crne Gore,u Beogradu,6,2,4,3,9,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
trpjeti,,Acc,posljedice,zbog nedovoljne suradnje s Međunarodnim kaznenim sudom za bivšu Jugoslaviju ICTY,1,11,-10,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
podignuti,,Acc,optužnice,protiv bivših policijskih generala Vlastimira Đorđevića i Sretena Lukića i bivših vojnih generala Nebojše Pavkovića i Vladimira Lazarevića,1,18,-17,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
činiti,,Acc,sve što je u njihovoj moći,na lociranju i uhićenju Mladića,6,5,1,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
potpisati,,Acc,sporazum,s predstavnicima srpske manjine koji pružaju potporu našoj vladi,1,9,-8,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
predati,,Acc,zahtjev za prijam u članstvo EU,u veljači 2003,6,3,3,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nadati,,Dat,pozitivnom mišljenju Europskog vijeća o hrvatskoj kandidaturi,do kraja ožujka,7,3,4,3,10,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nadati,,Loc,službenom otvaranju pregovora,do kraja 2004. ili početka 2005. godine,3,7,-4,3,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
završiti,,Acc,proces povratka raseljenih osoba,do kraja godine,4,3,1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
spriječiti,,Acc,učinkovitu obnovu,u ratom pogođenim područjima,2,4,-2,2,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
