Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
fer,,ase=Npr,es,En el cas d' un empat,1,6,-5,1,5,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,en el qual,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,a la finca Can Cogullés propietat de Ramon Fumañà,1,9,-8,1,10,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Entre el repartiment d' actors d' aquesta obra,1,8,-7,1,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
millorar,,ase=Npr,es,D' aquesta manera,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
dur,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
comptabilitzar,,ase=Npr,s',Segons l' anàlisi de l' entitat,1,6,-5,2,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
comptabilitzar,,ase=Npr,s',En aquestes anàlisis,1,3,-2,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
presentar,,ase=Npr,s',En aquesta ocasió,1,3,-2,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
quedar,,ase=Npr,es,al seu entendre,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
destacar,,ase=Npr,es,En el desenvolupament de les tasques de l' Associació AIS,1,10,-9,2,10,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
organitzar,,ase=Npr,s',a partir del qual,1,4,-3,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
inscriure,,ase=Npr,s',segons el qual,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,Entre els serveis millor valorats,1,5,-4,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
assenyalar,,ase=Npr,s',Durant aquests dies,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
col·locar,,ase=Npr,es,Durant aquests dies,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
construir,,ase=Npr,s',En aquesta zona,1,3,-2,3,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
posar,,ase=Npr,es,a finals del mes de juliol,1,6,-5,1,7,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
incrementar,,ase=Npr,s',Amb les noves sales,1,4,-3,1,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,d' aquí uns anys,1,4,-3,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
notar,,ase=Npr,es,Segons Cruz,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
incrementar,,ase=Npr,s',als jutjats de Girona,1,4,-3,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
fer,,Acc,el,per això,1,2,-1,2,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
continuar,,ase=Npr,es,Per part del Cos de Mossos d' Esquadra,1,8,-7,1,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
representar,,ase=Npr,es,a la tarda,1,3,-2,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
tallar,,ase=Npr,es,durant els quals,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
tractar,,ase=Npr,es,durant aquest,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
inaugurar,,ase=Npr,s',Al migdia,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
emetre,,ase=Npr,s',des de l' empresa on treballava el detingut,1,8,-7,2,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,a Catalunya,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,entre les quals,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
professionalitzar,,ase=Npr,es,A partir d' aquesta primera publicació,1,6,-5,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
divisar,,ase=Npr,es,Des d' aquesta zona,1,4,-3,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Amb aquesta entrada,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,A dos quarts de vuit del vespre,1,7,-6,1,7,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
fer,,ase=Npr,es,A la Mar d' en Manassa,1,6,-5,1,5,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,A la Cloenda del Mediterrà 2000,1,6,-5,1,5,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
consultar,,ase=Npr,s',En aquesta web,1,3,-2,3,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
anomenar,,ase=Npr,es,durant el primer any,1,4,-3,2,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
efectuar,,ase=Npr,s',en un dia normal,1,4,-3,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
invertir,,ase=Npr,s',en què,1,2,-1,2,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,Entre els projectes del grup a nivell internacional,1,8,-7,1,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
incloure,,ase=Npr,s',entre les quals,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,Entre altres mesures previstes per la plataforma,1,7,-6,1,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
comptabilitzar,,ase=Npr,es,En l' assemblea d' ahir a la nit,1,8,-7,2,8,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,En aquests moments,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
oferir,,ase=Npr,s',A Tarragona,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
impartir,,ase=Npr,s',A Vic,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
reforçar,,ase=Npr,es,en els propers quatre anys,1,5,-4,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
pretendre,,ase=Npr,es,Sota el títol ' Tècniques de conducció de ciclomotors ',1,10,-9,1,9,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
designar,,ase=Npr,s',Pel PSC,1,2,-1,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
penalitzar,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
convertir,,ase=Npr,s',segons Els Verds,1,3,-2,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,a la terra,1,3,-2,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
mostrar,,ase=Npr,s',En aquesta línia,1,3,-2,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Entre els problemes que afecten les persones grans,1,8,-7,1,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
obrir,,ase=Npr,s',al mateix temps,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
proposar,,ase=Npr,es,sobre les quals,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
recollir,,ase=Npr,es,en el qual,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
projectar,,ase=Npr,es,A la sessió del dissabte,1,5,-4,1,5,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
explicitar,,ase=Npr,s',A la carta enviada per Molins a l' alcalde Clos,1,10,-9,2,10,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
condemnar,,ase=Npr,s',amb molt més motiu,1,4,-3,3,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
destacar,,ase=Npr,es,Dins l' àmbit radiofònic,1,4,-3,1,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
manifestar,,ase=Npr,s',En aquest mateix sentit,1,4,-3,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
transcriure,,ase=Npr,s',pel que fa a la biblioteca,1,6,-5,2,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Entre alguns dels objectes que s' hi mostren,1,8,-7,1,8,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
fer,,ase=Npr,es,En el decurs de la festa que inclou activitats lúdiques i culturals,1,12,-11,2,14,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Durant la Festa,1,3,-2,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
visitar,,ase=Npr,es,durant tot el dia,1,4,-3,2,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Entre alguns dels objectes que s' hi mostren,1,8,-7,1,8,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
anar,,,se,En aquestes condicions,1,3,-2,3,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
denegar,,ase=Npr,es,pels quals,1,2,-1,2,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
pensar,,ase=Npr,es,per quins motius i en quins terminis,1,7,-6,1,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
col·locar,,ase=Npr,es,en aquest país,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
resoldre,,ase=Npr,s',Durant el breu període de funcionament de la Policia 2000,1,10,-9,2,9,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
trobar,,ase=Npr,es,en el moment dels fets,1,5,-4,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
fer,,,se,a Girona,1,2,-1,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
acordar,,ase=Npr,s',En la reunió celebrada avui entre un representant de Renfe i la tinent d' alcalde d' Urbanisme i Obres Públiques de l' Ajuntament de Tarragona Maria Lluïsa Expósito,1,28,-27,2,30,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,a Catalunya,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
celebrar,,ase=Npr,es,en què,1,2,-1,2,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
reclamar,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,Per estricte sentit comú,1,4,-3,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
preveure,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
celebrar,,ase=Npr,es,en el qual,1,3,-2,2,3,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
efectuar,,ase=Npr,s',en la qual,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
debatre,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
oferir,,ase=Npr,es,amb la qual,1,3,-2,2,3,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,a la manifestació del dia 20 de maig,1,8,-7,1,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
rentar,,ase=Npr,es,en cap cas,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
equilibrar,,ase=Npr,s',en els nous temps,1,4,-3,3,5,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
posar,,ase=Npr,es,en el qual,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
reclamar,,ase=Npr,es,des de diferents instàncies catalanes,1,5,-4,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
referir,,ase=Npr,s',D' altra banda,1,3,-2,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
tocar,,"Acc,Dat",ens,en els quals,1,3,-2,2,3,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
plantejar,,ase=Npr,s',En dites sessions,1,3,-2,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,en el lloc que ocupa la Catedral,1,7,-6,2,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
desbrossar,,ase=Npr,es,En aquella ocasió,1,3,-2,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
reproduir,,ase=Npr,s',En elles,1,2,-1,2,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,Entre les 15 persones detingudes,1,5,-4,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
fer,,,que,segons el magistrat,1,3,-2,8,4,indefinite,definite,pronominal,nonpronomial,preposition,shifted,preverbal
donar,,,tots els fets,davant el CGPJ,3,3,0,4,7,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Al llarg del dia,1,4,-3,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
demanar,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
promoure,,ase=Npr,es,en el marc de l' Alt Pirineu,1,7,-6,1,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
viure,,ase=Npr,es,Al camp de l' Elx B,1,6,-5,2,7,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
moure,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,En el quadro macroeconòmic espanyol,1,5,-4,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
difondre,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
pretendre,,,que,a Espanya,1,2,-1,4,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
concretar,,ase=Npr,s',en els propers anys,1,4,-3,3,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
preveure,,ase=Npr,es,En aquest sentit,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
iniciar,,ase=Npr,s',Amb el tràmit iniciat en el ple d' aquesta nit,1,10,-9,1,9,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
concentrar,,ase=Npr,s',en què,1,2,-1,2,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
establir,,ase=Npr,s',en un futur,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,a Girona Turística,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
fer,,,de la qual,en aquesta primera edició,3,4,-1,8,4,definite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
requerir,,ase=Npr,es,En cap cas,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
fer,,,se,a Catalunya,1,2,-1,3,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
comissar,,ase=Npr,es,De l' escorcoll que es va practicar als detinguts i al vehicle,1,12,-11,2,13,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,davant els quals,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,a la Catalunya interior,1,4,-3,2,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,a ERC,1,2,-1,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,a ERC,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
anomenar,,ase=Npr,s',en el seu moment,1,4,-3,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
posar,,ase=Npr,es,a la Conferència Nacional,1,4,-3,2,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
debatre,,ase=Npr,es,En el proper Congrés,1,4,-3,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
posar,,ase=Npr,s',A tots els congressos d' ERC,1,6,-5,2,5,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
oblidar,,ase=Npr,s',En aquest escenari,1,3,-2,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
tornar,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
criticar,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,n',davant aquestes coses,1,3,-2,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
vaticinar,,ase=Npr,es,En alguns cercles,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
dir,,ase=Npr,es,en política,1,2,-1,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,en la propera executiva,1,4,-3,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,en el proper Congrés,1,4,-3,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,per quant,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
nomenar,,ase=Npr,es,en el seu lloc,1,4,-3,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,des de la institució,1,4,-3,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,En la Fira,1,3,-2,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
destacar,,ase=Npr,es,des de l' organització,1,4,-3,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
mostrar,,ase=Npr,es,en la qual,1,3,-2,1,2,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
aplaudir,,ase=Npr,s',en què,1,2,-1,2,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
haver,,,hi,a l' Antic Testament,1,4,-3,1,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
conferir,,Dat,li,segons la ment pertorbada del Murciélago,1,6,-5,1,6,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
tenir,,Acc,ho,amb un bon combat,1,4,-3,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Entre les actuacions previstes enguany,1,5,-4,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
restaurar,,ase=Npr,es,Pel que fa al Parc Natural del Cadí-Moixeró,1,8,-7,1,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
construir,,ase=Npr,es,Al Parc Natural del Delta de l' Ebre,1,8,-7,1,8,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
unificar,,ase=Npr,s',En l' apartat de difusió i projecció exterior,1,8,-7,1,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
destinar,,ase=Npr,es,Pel que fa a la creació dels nous parcs previstos pel govern,1,12,-11,1,8,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
dirigir,,ase=Npr,es,contra els quals,1,3,-2,2,3,indefinite,definite,pronominal,pronominal,preposition,nonshifted,preverbal
presentar,,ase=Npr,es,pel qual,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
dir,,ase=Npr,es,en el reglament d' usos lingüístics de la URV,1,9,-8,1,8,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
construir,,ase=Npr,es,Al mateix temps,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
preveure,,ase=Npr,es,En una segona fase del projecte,1,6,-5,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
trobar,,ase=Npr,es,En el seu domicili,1,4,-3,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
enviar,,ase=Npr,s',durant el proper trimestre,1,4,-3,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,En aquesta comarca,1,3,-2,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
produir,,ase=Npr,es,Durant el 1999,1,3,-2,2,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
recordar,,ase=Npr,es,en què,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
retre,,ase=Npr,es,Durant l' acte que se celebrarà al Palau de Fires i Congressos de Reus,1,14,-13,1,15,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
haver,,,hi,Entre les tasques que es duran a terme,1,8,-7,1,7,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
impulsar,,ase=Npr,s',en homenatge a l' àmbit de treball que cobria en Lluís Nomen a la Comissió Permanent del sindicat,1,18,-17,1,19,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
elaborar,,ase=Npr,es,Des d' aquell moment,1,4,-3,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
