Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
جَدَّد,,Acc,عقد تسوبيل,قبل شهرين من نهاية ه,2,5,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
خَسِر,,Acc,بطولتين افريقيتين و بطولة عربية,تحت إشراف ه,5,3,2,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
وَضَع,,Acc,أيدي ها,على قلوب ها,2,3,-1,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَعَاد,,Acc,التأكيد على دعم ها ل اتفاق وقف اطلاق النار,على أن ه الاساس الوحيد الذي يمكن ان يسمح ب حل النزاع في الكونغو,9,14,-5,1,13,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
لَعِب,,Acc,دور وسيطين,في المحادثات التي تهدف الى وضع حد ل الحرب الاقليمية التي تشهد ها الكونغو منذ عامين,2,16,-14,19,22,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَصَاب,,Acc,نجاحا,في الاخير,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
خَاض,,Acc,سباقي 100 و 200 م,في سيدني,5,2,3,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
سَبَق,,Acc,ها,الى ذلك,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
أَنهَى,,Acc,السباق,ب زمن 18 12 ثانية,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
بَات,,Acc,ضعيفا,ب رحيل فان غال الذي تولى تدريب منتخب هولندا خلفا ل فرانك رايكارد,1,13,-12,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِلتَقَى,,,بيريز,قبل وصول عرفات,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
قَدَّم,,Acc,دعم نا,ب شكل طبيعي,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
دَفَع,,,25 مليون دولار,ل الإفراج عن 17 رهينة,3,5,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
بَات,,Acc,موجودة,ل تشكيل حكومة شرعية و إقامة مجتمع يرتكز مجددا على النظام و القانون,1,13,-12,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
شَكَّل,,Acc,حكومة يكون مقر ها في بيداوه جنوب الصومال حتى عودة الامن الى مقديشو,ب دور ه,13,3,10,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
قَال,,,ان هناك فرضيتين قيد الدرس الاولى تتعلق ب انفجار و الثانية ب حدوث ارتطام,في وقت سابق,14,3,11,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
قَال,,,لا شك ان الاعمال و ل أسباب خارجة عن ارادة فرقاء عدة تأخرت نحو ثلاثة اشهر ف هٰذه الاعمال التي بدأت قبل نحو اسبوعين كان مفترضا ان تنطلق في ايار مايو الماضي,في حديث ل وكالة فرانس برس,32,6,26,9,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
أَطلَق,,Acc,صرخة مدوية ب ضرورة الاسراع في اكمال الاعمال الناقصة في مرافق المدينة الرياضية و تسريع تلزيم اعمال الصيانة في ها,في مطلع اب اغسطس الحالي,20,5,15,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
اِتَّخَذ,,Acc,جميع التدابير الامنية الضرورية,ل تأمين سلامة إجراء ها,4,5,-1,1,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
وَضَع,,Acc,ه,في باطن يد ه,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
قَرَّر,,Acc,تحسينات عدة,ل تسهيل تطبيق الاتفاق,2,4,-2,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَوسَع,,Acc,حدود إمبراطورية ه الاعلامية,في الولايات المتحدة,4,3,1,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِشتَرَى,,Acc,مجموعة كريس كرافت اندوستريز الاميركية و اثنين من فروع ها هما بي اتش سي كومينيكيشنز و يونايتد تيلفيجن التى تملك عشر محطات اقليمية تلفزيونية,ب 5،35 مليارات دولار,24,4,20,9,44,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
نَافَس,,Acc,شبكة سي ان ان,في الولايات المتحدة,4,3,1,1,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
تَقَاسَم,,Acc,بعضا من الخدمات,و خصوصا على صعيدي الانباء و برامج التسلية,3,8,-5,1,8,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
شَكَّل,,Acc,زيادة ب نسبة 37 في المائة,ل المساهمين,6,2,4,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
طَرَح,,Acc,احتمال ضرورة التنازل عن موجودات,في بيان ها,5,3,2,1,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
شَنّ,,Acc,حملة ترهيب,ضد السكان المحليين الذين يؤيدون احلال النظام,2,7,-5,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِنتَخَب,,Acc,نائبا واحدا,ل تمثيل جمهورية هم في الدوما مجلس النواب الروسي,2,9,-7,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
نَقَل,,Acc,ه,الى اجهزة الامن الروسية,1,4,-3,1,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
عَقَد,,Acc,المؤتمر الديموقراطي العام,في لوس انجليس,3,3,0,1,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
قَال,,,قبل اربعين عاما في لوس انجليس اطلقنا جون فيتزجيرالد كينيدي و الحدود الجديدة,امام تصفيق الاف المندوبين الديموقراطيين الذين بدت علي هم فرحة كبيرة,13,11,2,21,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
أَضَاف,,,إن ني هنا قبل كل شيء ل أقول ل كم شكرا,امام مؤتمر عام ل الحزب,11,5,6,20,13,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
وَاصَل,,Acc,الازدهار,عبر خفض الدين و الاستثمار في التربية و الصحة و عبر منح تخفيضات ضريبية يمكن نا تحمل ها,1,18,-17,1,3,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
عَرَف,,Acc,ه,في حياة ي العامة,1,4,-3,1,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
تَابَع,,Acc,خطاب الرئيس,عبر التلفزيون,2,2,0,1,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِنتَقَد,,Acc,خطاب كلينتون,ب قول ه بيل كلينتون حاول الكتابة في سبيل الخلود و ليس من اجل مستقبل آل غور,2,17,-15,5,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَطلَق,,Acc,المرحلة النهائية ل الحملة الانتخابية,قبل النقاشات المتلفزة في تشرين الاول اكتوبر,5,7,-2,1,7,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
لَقِي,,Acc,مصرع هم,عند انفجار انبوب نفط في جنوب شرق نيجيريا السبت,2,9,-7,3,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَصَاب,,Acc,منطقة الدلتا,على الرغم من غنى ها ب الموارد النفطية ف هي تؤمن 90 % من مجمل النفط الخام المنتج في نيجيريا,2,20,-18,1,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
بَذَل,,Acc,جهودا كبيرا,في المفاوضات من اجل التوصل الى حل يضمن سلامة هم,2,10,-8,10,13,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَحرَز,,Acc,الميدالية الذهبية الاولى,ل بلاد ه,3,3,0,3,7,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
وَضَع,,Acc,ه,في باطن يد ه,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
وَعَد,,Acc,القراء,ب قول ه س نضع بين أيدي كم كتبا تحكي,1,10,-9,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
وَضَع,,Acc,كتبا تحكي,بين أيدي كم,2,3,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
وَجَد,,Acc,الصوت و الصورة و النص,في ها,5,2,3,3,2,definite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
لَقَّم,,Acc,المؤلفات التى تريد,على كتاب ك الالكتروني,3,4,-1,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِنتَزَع,,Acc,صدارة البطولة الدولية الودية في الكرة الطائرة التي يستضيف ها حتى 16 الحالي,ب تحقيق ه الفوز الرابع على التوالي و كان على حساب نظير ه الايراني 3 2 الاشواط 20 25 و 25 18 و 15 25 و 25 20 و 15 8 في مباراة مثيرة اليوم الاثنين,13,36,-23,3,17,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِستَضَاف,,Acc,ها,حتى 16 الحالي,1,3,-2,1,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
رَفَع,,Acc,رصيد ها,الى 8 نقاط,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
قَلَّص,,Acc,الفارق الذي يفصل ها عن الاسبانية كونشيتا مارتينيز السادسة,الى 71 نقطة,9,3,6,1,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
قَتَل,,Acc,مدنيا مسلحا,في كدارة في المنطقة ذات ها,2,6,-4,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
قَطَع,,Acc,مسافة السباق,ب زمن دقيقة واحدة و 57 ثانية و 98 جزءا في المئة من الثانية,2,14,-12,2,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
قَطَع,,Acc,المسافة,ب زمن 07 ر 54 ثانية,1,6,-5,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
بَدَأ,,Acc,عمليات الانقاذ,عند ها,2,2,0,3,2,definite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
حَضَر,,Acc,ه,عن الجانب السوري,1,3,-2,1,3,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
قَاد,,Acc,ه,كذلك الى لبنان و مصر,1,5,-4,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
خَاض,,Acc,سباقي 100 و 200 م,في سيدني,5,2,3,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
شَكَّل,,Acc,حجر العثرة الرئيسي,في مفاوضات كامب ديفيد,3,4,-1,3,7,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِختَار,,Acc,زعيما ل الغالبية الاصلاحية,في مجلس الشورى الايراني,4,4,0,1,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
عَيَّن,,Acc,مديرا ل مكتب الدراسات و الأبحاث في المجلس,وفق ما جاء فى الصحافة اليوم الثلاثاء,8,7,1,3,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
عَيَّن,,Acc,نائبين ل محتشمي,فى الغالبية الاصلاحية فى المجلس,3,5,-2,16,20,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَوقَع,,Acc,ثلاثة قتلى,وفق الارقام الرسمية,2,3,-1,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
رَفَع,,Acc,ها,ضد ه,1,2,-1,1,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,postverbal
شَغَل,,Acc,منصب سفير ايران في دمشق حيث اصيب ب جروح خطرة في انفجار استهدف ه عام 1982,فى الثمانينات,16,2,14,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
قَال,,,لقد اصدرنا فتوى ب هٰذه الخصوص قبل عشر سنوات لٰكن نا راينا التاكيد مرة اخرى على حرمة التجنس ب الجنسية الاسرائيلية ل الفلسطينيين من سكان القدس,في حديث ل وكالة فرانس برس,26,6,20,10,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
شَكَّل,,Acc,مشكلة,ب النسبة الى غواصة ب حجم كورسك,1,7,-6,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَلقَى,,Acc,قصيدة,في مدح الطيارين اللذين واصلا رحلة هما الى طنطا ثم الاسكندرية و عادا الى اسطنبول يوم 25 أيار مايو 1914,1,20,-19,5,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
وَاصَل,,Acc,رحلة هما,الى طنطا,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَلقَى,,Acc,ه,في شيراز جنوب,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
تَلَقَّى,,Acc,رواتب هم,منذ سنة,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَشبَه,,Acc,انفجارا,الى حد كبير,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
غَمَر,,Acc,عددا من الغرف,في مقدمة الغواصة,3,3,0,1,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
فَقَد,,Acc,مصداقية ها,مع الوقت,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
لَاحَق,,Acc,اكثر من الفي لبناني,ب تهمة التعامل من اسرائيل,4,5,-1,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ضَمّ,,Acc,عددا من كبار المسؤولين و الصحافيين,ب الإضافة الى والدة الرهينة ثروت معربس,6,7,-1,10,19,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
قَدَّس,,Acc,هذا المكان ايضا حيث عاش حسبما يقولون الحاخام عاشي في القرن الخامس,من جهة هم,12,3,9,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
عَبَر,,Acc,الشريط الشائك,على مستوى وادي مرجعيون قبالة بلدة المطلة الاسرائيلية,2,8,-6,5,8,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
خَشِي,,Acc,الاسوأ,ب النسبة الى حياة الطاقم,1,5,-4,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَضَاف,,Nom,إن نا قريبون من الاتفاق و أقرب مما كنا في اي وقت مضى,فى تصريح ل الإذاعة الاسرائيلية العامة,13,6,7,11,3,definite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
قَال,,,لقد اصدرنا فتوى ب هٰذه الخصوص قبل عشر سنوات لٰكن نا راينا التاكيد مرة اخرى على حرمة التجنس ب الجنسية الاسرائيلية ل الفلسطينيين من سكان القدس,في حديث ل وكالة فرانس برس,26,6,20,10,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ضَمّ,,Acc,عددا من كبار المسؤولين و الصحافيين,ب الإضافة الى والدة الرهينة ثروت معربس,6,7,-1,10,19,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
تَوَلَّى,,Acc,رئاسة مجلس الشورى,حتى عام 1992,3,3,0,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِحتَلّ,,Acc,مقدمة لائحة الاصلاحيين,فى الانتخابات التشريعية فى العاصمة,3,5,-2,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
لَقِي,,Acc,مصرع هم,عند انفجار انبوب نفط في جنوب شرق نيجيريا السبت,2,9,-7,3,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِلتَقَى,,Acc,نظير ه الفيتنامي تران دوك لوونغ,خلال الزيارة,6,2,4,4,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
أَلقَى,,Acc,ها,ب مناسبة الذكرى الخامسة و الخمسين ل التحرر من الاحتلال الياباني,1,11,-10,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
عَقَد,,Acc,المؤتمر الديموقراطي العام,في لوس انجليس,3,3,0,1,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
أَضَاف,,Nom,انا متفائل ب النسبة ل عملية السلام في الشرق الاوسط لان الخلافات صغيرة,في ختام لقاء مع وزير الخارجية لتركي اسماعيل جيم,13,9,4,21,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
اِلتَقَى,,Acc,وكيل وزارة الخارجية اوغور زيال,لدى وصول ه الى العاصمة التركية,5,6,-1,9,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
زَار,,Acc,عدة دول عربية,اثر قمة كامب ديفيد بين الاسرائيليين و الفلسطينيين التي فشلت ب سبب الخلافات حول مسألة القدس,3,16,-13,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
بَذَل,,Acc,ه,ل إنجاح عملية اعادة الرهائن الى أهل هم سالمين,1,9,-8,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
ضَبَط,,,ما تتراوح قيمة ه بين 324 و 490 مليون دولار,من ها,10,2,8,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
اِعتَرَض,,Acc,موكب السيارات الذي كان ينقل العملات المزورة,في ضواحي بلدة غورنشيم جنوب,7,5,2,3,11,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِرتَكَب,,,خطأ فادحا,في حال اعتقدت عكس ذلك,2,5,-3,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
اِفتَتَح,,Acc,تصفيات القارة الاوروبية المؤهلة الى نهائيات كأس العالم ل كرة القدم التي تستضيف ها اليابان و كوريا الجنوبية معا عام 2002,في تالين,21,2,19,12,11,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
اِتَّهَم,,,اذربيجان,ب انتظام,1,2,-1,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
اِستَقبَل,,Acc,جميع رؤوساء البعثات الدبلوماسية العربية,ل اطلاع هم ب شكل دقيق على نص الخطاب الذي ألقى ه الرئيس صدام حسين في الثامن من الشهر الحالي ب مناسبة ذكرى انتهاء الحرب مع ايران,5,27,-22,10,16,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
قَال,,,ارغب في تمديد عقد ي الى ما بعد 2002,في مقابلة صحافية نشرت اليوم الثلاثاء,9,6,3,9,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
لَعِب,,,101 مباراة ضمن الدوري سجل خلال ها 3 اهداف,مع الاخير,9,2,7,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
