Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
provádět,,Acc,stavební úpravy nebo jiné podstatné úpravy v bytě,jen v dohodě s uživatelem bytu,8,6,2,2,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
provést,,Acc,prohlídku bytu a jeho zařízení,ve vhodné předem sjednané denní době,5,6,-1,1,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
provádět,,Acc,řádnou údržbu a potřebné opravy,na své náklady,5,3,2,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zajišťovat,,Acc,řádné a včasné provádění drobných oprav v bytě a všechny práce spojené s obvyklým udržováním bytu jeho příslušenství a vybavení,na své náklady,20,3,17,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
uhradit,,Acc,doplatky za služby,ve stanovené lhůtě po vyúčtování,3,5,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zajišťovat,,Acc,pořádek a čistotu,ve společných prostorech,3,3,0,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mít,,Acc,sídlo,v domě,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mít,,Acc,sídlo,v domě,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ukládat,,Acc,palivo nebo jiné předměty,v nich,4,2,2,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
odhazovat,,Acc,odpadky,do nich,1,2,-1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
vyklepávat,,Acc,jakékoli předměty,do nich,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
udržovat,,Acc,průchodnost okapů u teras a balkónů,hlavně v zimní době,6,4,2,1,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zajistit,,Acc,pořádek a čistotu,ve společných prostorech domu a na přilehlých nemovitostech,3,8,-5,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
uvést,,Acc,vše,do původního stavu,1,3,-2,3,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
umístit,,Acc,orientační tabuli s uvedením jednotlivých bytů a nebytových místností včetně garáží a jmen jejich uživatelů správy domu a její adresy jména osoby osob provádějící úklid domu a přilehlých nemovitostí a čištění chodníků a jména předsedy domovní komise domovního důvěrníka členů domovní komise zástupce domovního důvěrníka,na dobře viditelném místě,45,4,41,9,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
umístit,,Acc,nástěnku na které budou uživatelé bytů informováni o veřejných schůzích přednáškách různých akcích o zdravotní službě orgánech veřejné bezpečnosti a požární ochrany o nejbližších provozovnách služeb,na viditelném místě,26,3,23,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
odevzdat,,Acc,všechny klíče které má k zámkům v domě,bez náhrady,8,2,6,4,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zamezit,,Acc,hluk v okolí jejich bytů,i ve dne,5,3,2,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
stanovit,,Acc,pořadí,po projednání s domovní komisí,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
odevzdat,,Acc,klíč,bez odkladu,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zaručovat,,Acc,práva pracujících,v souladu s celospolečenskými zájmy,2,5,-3,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sjednat,,Acc,pracovní poměr,pouze na dobu do pravomocného ukončení sporu,2,7,-5,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vyplnit,,Acc,dotazník pro jednotnou evidenci pracujících,při sjednávání pracovního poměru,5,4,1,8,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
předložit,,Acc,svůj občanský průkaz,k provedení záznamu o vzniku pracovního poměru,3,7,-4,5,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
moci,,,být sjednán,jen za podmínky že pracovník se vykáže písemným prohlášením organizace u níž je v hlavním pracovním poměru že s uzavřením vedlejšího pracovního poměru souhlasí,2,24,-22,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
konat,,Acc,práci,v pracovním poměru,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
konat,,Acc,činnost práci,mimo stanovenou dobu,2,3,-1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mít,,Acc,nepřijatelné prodlužování pracovní doby nebo lhůty prací nepřijatelné zdržení plnění hlavních úkolů v organizaci nebo neúměrné zvýšení cestovních výdajů,za následek,19,2,17,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
znamenat,,Acc,neúměrnou administrativu,pro podnik,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
uzavřít,,Acc,dohodu o pracích konaných mimo pracovní poměr,jen s předchozím písemným souhlasem této organizace který je nutno přiložit ke stejnopisu dohody ukládanému v osobní evidenci pracovníků podniku,7,20,-13,1,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
udělit,,Acc,souhlas k uzavření dohody s jinou organizací,v případě kdy činnost konaná na základě dohody by byla neslučitelná s činností pracovníka vyplývající z pracovní smlouvy nebo s oprávněným zájmem organizace zejména jde li o práce které * pracovník na * svých povinností z pracovního poměru kontrolovat k organizaci která je v obchodním nebo podobném styku s podnikem při kterých by mohl být narušován řádný a objektivní výkon státní správy při kterých by mohlo dojít k zneužití pracovních pomůcek a materiálu podniku nebo poznatků u něho získaných velkého rozsahu nebo jinak náročné které by vedly k neúměrnému pracovnímu zatížení a tím bránily řádnému výkonu povinností v pracovním poměru ke kterým se zavazuje zároveň několik pracovníků podniku,7,108,-101,3,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
odpovídat,,Dat,odměně za stejnou práci konanou v pracovním poměru,podle mzdových předpisů platných v organizaci v oboru působnosti Ministerstva průmyslu ČSR,8,12,-4,1,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
převyšovat,,,# Kčs,v jednotlivém případě,2,3,-1,8,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
konat,,Acc,práci,bez vážného ohrožení svého zdraví,1,5,-4,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
přerušit,,Acc,pracovní poměr s podnikem,z důvodu výkonu veřejné funkce školení pro výkon služby v ozbrojených silách,4,12,-8,5,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nastoupit,,Acc,práci,u podniku,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zařadit,,Acc,je,na jejich původní práci a pracoviště,1,6,-5,1,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zařadit,,Acc,je,na práci odpovídající pracovní smlouvě,1,5,-4,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
vzniknout,,Nom,nárok na poměrnou část dovolené,za podmínky že v této době odpracoval alespoň # dnů,5,10,-5,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mít,,Acc,volno,z důvodů studia při zaměstnání,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
změnit,,Acc,zaměstnání,v důsledku zrušení nebo přemístění organizace nebo její části,1,9,-8,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sjednat,,Acc,pracovní poměr,na základě náboru prováděného národním výborem,2,6,-4,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vykonávat,,Acc,práce mimořádné důležitosti,v klíčových bohatou národního hospodářství,3,5,-2,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pobírat,,Acc,starobní důchod,v nezměněné výši,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
moci,,,být uzavřena pouze na dobu # pracovních dnů nebo i na dobu celého roku,s tím že důchodce v této době neodpracuje více než # pracovních dnů,14,13,1,2,16,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
uzavřít,,Acc,pracovní smlouvu na # pracovních dnů,v průběhu kalendářního roku,6,4,2,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
odpracovat,,,více než # pracovních dnů,v této době,5,3,2,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
odpracovat,,Gen,# pracovních dnů,podle potřeby organizace,3,3,0,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
dostat,,Acc,náhradu mzdy,za # dnů dovolené,2,4,-2,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
odpracovat,,Gen,plných # pracovních dnů,v kalendářním roce,4,3,1,4,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
posoudit,,Acc,nejúčelnější způsob lázeňské péče,s přihlédnutím k nové indikační úpravě,4,6,-2,4,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
odpovídat,,Dat,indikaci lázeňské léčebny,podle platného indikačního seznamu,3,4,-1,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
potvrzovat,,Acc,tyto skutečnosti,v příslušné rubrice tiskopisu Předvolání na bezplatnou lázeňskou péči,2,9,-7,7,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vyplnit,,Acc,údaje,v příslušné části,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
projednat,,Acc,návrh,v nejbližším zasedání,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zasílat,,Acc,návrhy,podle stanoveného pořadí,1,3,-2,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
předvolat,,Acc,nemocné s indikacemi # a #,k nástupu do léčebny,6,4,2,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vyhodnotit,,Acc,za uplynulé pololetí lázeňskou péči na předvolání pro indikace # a #,do # měsíců,12,3,9,8,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zpracovávat,,Acc,rozbor plnění výrobních příkazů ve hmotných jednotkách sortimentu a termínech,podle jednotlivých závodů,10,3,7,3,15,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
předvolat,,Acc,ředitele závodu který nezajišťuje plnění,do porady vedení,5,3,2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zpřesňovat,,Acc,potvrzování a vyjasňování výrobních příkazů,na základě dodávek režného zboží,5,5,0,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
organizovat,,Acc,soutěž Socialistický účet zlepšovatele,v rámci SPGŘ,4,3,1,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
docílit,,Gen,zvýšení výkonů,s dopadem do tvorby zisku,2,5,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
provádět,,Acc,rozbor čerpání mzdových prostředků,podle jednotlivých provozů závodů,4,4,0,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
upevňovat,,Acc,vědomí společné zodpovědnosti za ochranu majetku v socialistickém vlastnictví,v pracujících,9,2,7,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zajistit,,Acc,rekonstrukci objektu Lázní Mostek,pro účely celopodnikového školícího střediska,4,5,-1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
umožnit,,Acc,měsíční výdělek ve výši # Kčs,při dosažení plánovaného objemu hodnotových ukazatelů,6,6,0,8,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
rozšířit,,Acc,progresívní způsob odměňování v údržbách,a to v návaznosti na vypracovaný projekt údržby,5,8,-3,4,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zavést,,Acc,nový způsob odměňování pracovníků v energetice závodů,v průběhu roku #,7,4,3,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
dosáhnout,,Gen,alespoň půl roku,v hodnoceném období,3,3,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
rozvázat,,Acc,pracovní poměr,z jiných důvodů,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
skončit,,Acc,pracovní poměr,po mateřské dovolené,2,3,-1,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zameškat,,Acc,práci,v celkovém rozsahu odpovídajícím průměrné délce směny,1,7,-6,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
obdržet,,Acc,podíl za léta * i za výdělek,podle stanovených předpisů,7,3,4,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ukládat,,Nom,předání veškerých pomezních zdrojů v oblasti Dvora Králové v termínu do konce roku # do správy VČVAK ve Dvoře Králové a provést vlastním nákladem tamponaci vrtu,v návaznosti na nový Zákon o vodách TIBA,26,8,18,9,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
podat,,Acc,odvolání ve kterém požaduje zrušení rozhodnutí,k tomuto rozhodnutí,6,3,3,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vydat,,Acc,konečné rozhodnutí,s tím že termínuje ukončení odběru z podzemních zdrojů pro všechny závody ve Dvoře Králové do dvou let po ukončení výroby celulózy v Hostinném do roku #,2,27,-25,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
termínovat,,Acc,ukončení odběru z podzemních zdrojů pro všechny závody ve Dvoře Králové,do dvou let po ukončení výroby celulózy v Hostinném do roku #,11,12,-1,1,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zajistit,,Acc,veškeré odběry pro své závody,z povrchových zdrojů řeka Labe,5,5,0,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dodávat,,Acc,potřebné množství provozní vody,za cenu provozních nákladů,4,4,0,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
pomáhat,,Dat,podniku Ingstav,na výstavbě,2,2,0,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
převést,,Acc,zahajovací limity ve výši # Kčs pro rok # zahajovací limity ve výši # Kčs pro rok # a zahajovací limity ve výši # Kčs pro rok #,na základě zvláštních delimitačních protokolů,28,5,23,10,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
přijmout,,Acc,usnesení aby by byla popularizovaná a uplatňovaná metoda sovětského novátora Alexeje Dmitrijeviče Basova zaměřená na boj proti úrazům nehodám a havariím v závodech našeho odvětví,ke Zprávě o úrazovosti na rok #,25,7,18,8,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
kontrolovat,,Acc,všechna pracoviště průchody sklady výstroj jakož i stroje a nářadí,před započetím práce,10,3,7,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
usměrnit,,Acc,pozornost všech soudruhů,na studium projektových podkladů instrukcí o bezpečnosti práce a předpisů k obsluze,3,12,-9,3,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vytvořit,,Acc,jako podmiňující datový soubor,na SAPO ceník hotových výrobků,4,5,-1,11,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
předložit,,Acc,žádost technickému řediteli o tolerování akcí které zajišťují ozdravná opatření kde jde převážně o klimatizace,ve spolupráci s PV ROH,15,5,10,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
udržovat,,Acc,denní styk s pracovníky GŘ BP,k operativnímu provádění celé akce,6,5,1,2,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vyslat,,Acc,pouze # pracovníky,na služební cestu,3,3,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ustavit,,Acc,komisi z pracovníků GŘ,na pomoc podniků při zajišťování rozepsané směrnice na *,4,9,-5,10,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
obdržet,,Acc,změnu ročního plánu s datem # která je rozpracovávána a dovedena až do změn ročních plánů jednotlivých výrobních závodů,z GŘ BP,19,3,16,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
konkretizovat,,Acc,výsledky BSP,v soutěži na počest výročí VŘSR,2,6,-4,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vypracovat,,Acc,program a závěry které vytýčil # sjezd KSČ další stranické i vládní dokumenty a usnesení valných shromáždění členů ČSAV,pro plnění úlohy vědy v rozvoji socialistické společnosti,19,8,11,1,23,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
učinit,,Acc,několik opatření směřujících k zlepšení členské základny KSČ k posílení vedoucí úlohy strany na pracovišti k zesílení ideového vlivu na všestrannou výchovu vědeckých pracovníků a k zintenzívnění péče o odbornou i ideově politickou výchovu mladých pracovníků,v součinnosti s ZO KSČ,36,5,31,8,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
představovat,,Acc,trvalou hodnotu,a to nejen ve vědním oboru samém ale i v společenskovědních oborech dalších,2,13,-11,2,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poskytovat,,Acc,služby a expertizy,po celý rok,3,3,0,5,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
posílat,,Acc,metodické pokyny s podrobnými vysvětlivkami pro sestavení plánu našeho podniku na příští rok,v příloze,13,2,11,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
nakoupit,,Acc,větší množství hliníkového plechu a *,z nadnormativních zásob,6,3,3,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
oznámit,,Acc,svou potřebu,do #,2,2,0,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
stanovit,,Acc,začátek pracovní *,na # hodin,3,3,0,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
plnit,,Acc,zvýšené úkoly,při ztížených podmínkách nákupu a při neúplném stavu pracovníků,2,9,-7,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zařadit,,Acc,se,mezi úspěšné závody našeho národního podniku,1,6,-5,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zařadit,,Acc,Vás,na prvé místo v soutěži o získání standarty podnikového ředitele,1,10,-9,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
splnit,,Acc,všechny úkoly plánované v příštím roce pětiletky,s úspěchem,7,2,5,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
dosáhnout,,Gen,nejlepších výsledků,ve všech soutěžních ukazatelích,2,4,-2,4,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vypůjčit,,Acc,knihu,z naší závodní knihovny,1,4,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
přát,,Acc,pevné zdraví a hodně síly k práci kterou se budete ještě dlouho podílet na výstavbě naší vlasti,do dalších let,17,3,14,10,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
přijímat,,Acc,zprávu o Vašem zvolení do Okresního národního výboru ve Vyškově a jmenování vedoucím jeho odboru pro výstavbu,s radostí,17,2,15,5,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
posílat,,Acc,vzorky materiálu,v příloze,2,2,0,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zahrnout,,Acc,i dovoz na nádraží,do ní,4,2,2,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
splnit,,Acc,Vaše zvýšené požadavky na dodávky výrobků tak žádaných našimi zahraničními zákazníky,bez zkrácení,11,2,9,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vracet,,Acc,podepsaný stejnopis smlouvy,v příloze,3,2,1,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vracet,,Acc,podepsaný stejnopis objednávky s ujištěním že nám velmi záleží na úspěšném průběhu naší spolupráce,v příloze,14,2,12,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
nabídnout,,Acc,dodávku # televizorů Duha pro příjem barevné televize,v minulém roce,8,3,5,6,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
dodat,,Acc,televizor na nějž spotřebitelé tak netrpělivě čekají,na trh,7,2,5,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
odeslat,,Gen,# televizorů Duha,podle vašeho rozdělovníku,3,3,0,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
uhrazovat,,Acc,dodavatelské faktury,s několikadenním zpožděním,2,3,-1,5,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ponechat,,Acc,naši žádost o úhradu faktury na # * splatných již #,bez vyřízení,11,2,9,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
převzít,,Acc,naši dodávku,bez námitek,2,2,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poslat,,Acc,její hodnotu,do # dnů,2,3,-1,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zajistit,,Acc,účast žen s rudými šátky,do čela průvodu,5,3,2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zúčastnit,,Gen,průvodu,se svým závodem,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pozvat,,Acc,naše zástupkyně,k jednání se *,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
najít,,Acc,vhodný termín ve kterém bych Tě mohl navštívit,v začátku měsíce prosince,8,4,4,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vypracovat,,Acc,dekrety pro pracovníky,s tím že bude provedeno jejich přemístění k # do Michalovců,3,11,-8,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
