Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
tegema,,Gen,oma viimase käigu,ööhämaruse varjus,3,2,1,3,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
nägema,,Par,universumi kärjekujulist ehitust kujutavat Eesti paviljoni ega maalilisi pilte meie rabamaastikest,muu hulgas,11,2,9,8,1,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,postverbal
vallandama,,Gen,uue hulluse,teismeliste seas,2,2,0,4,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
varuma,,Par,energiat,järgmise hüppe tarvis,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
kallutama,,Gen,nende kandja,30 kraadi võrra,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
määrama,,Nom,preemia,kapitalismi tingimustes kodutuks ja seeläbi alkohoolikuiks muutunud Harkivi asotsiaalide portreede sarja eest,1,12,-11,1,12,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
maalima,,Par,ka oma kaks esimest õlimaali,Iliase ja Piibli süzhee järgi,5,5,0,6,12,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
vaatama,,Par,meid,selle luuletaja ridade vahelt,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
avaldama,,Gen,oma esimese arvustuseharjutuse,tema luulekogu Tuule valgel 1977 kohta,3,6,-3,3,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
otsima,,Par,oma lugu,kõikide kadunud asjade seast,2,4,-2,2,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
kaitsma,,Par,neid helisid,välismaailma eest,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
avaldama,,Par,oma plaate,enda kodanikunime kandva plaadifirma KDJ Kenny Dixon Jnr all,2,9,-7,2,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
paeluma,,Par,Balabnjovi,juba lapsepõlvest peale,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tundma,,Par,huvi,ühe autotehinguga seotud kelmuseloo tõttu,1,5,-4,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
avaldama,,Par,arvamust,eespool mainitud kahtlase taustaga isiku erastamisprotsessi kaasamise üle,1,8,-7,1,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
kandma,,Par,umbes 250 miljonit dollarit,kavandatava kummide ümbertöötlemistehase jaoks mille kavatseb siia rajada Saksa firma Intec mille juhatusse Sposato kuulub,4,15,-11,4,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
ootama,,Par,äsja finisheerinud sportlasi,neile eraldatud tara taga,3,4,-1,7,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
saatma,,Nom,noored koguduseliikmed,lausvihma alla,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
koguma,,Par,noori keda järjekindlalt ja tulemuslikult ässitab ametliku katoliku kiriku vastu väites et nimetatud kirik on oma dialoogis maailmaga läinud liberaalsuse teel piirini kus selle vastu astumine on võimalik vaid tule ja mõõgaga,enda ümber,32,2,30,3,1,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,postverbal
kiskuma,,Par,last,oma poole,1,2,-1,1,2,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
kiskuma,,Gen,pere musta pesu,avalikkuse ette,3,2,1,3,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
maksma,,Par,elatusraha,lapse eest,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
tõstma,,Par,osalust Hansapangas,nelja protsendi võrra,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
mõtlema,,Par,kasulikku pinda,üldpinna all,2,2,0,4,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
pommitama,,Par,planeeti,nädala aja jooksul,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
kaitsma,,Par,meid,sajast meetrist suuremate taevarahnude eest,1,5,-4,1,5,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
kandma,,Par,hoolt,ametliku teleülekande eest,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tegema,,Gen,lätikeelse usutluse,Friday Night Live'i jaoks,2,4,-2,12,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
ütlema,,Par,sõnagi,saate kohta,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
tirima,,Gen,bändi,lava taha,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tegema,,Nom,põhjalikum lumekihi mõõtmine,iga viie päeva tagant,3,4,-1,8,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
pistma,,Gen,tsinkplekist toru lahtise otsa,lume sisse,4,2,2,7,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
sahistama,,Gen,lume,silindri ümbert,1,2,-1,5,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
ehitama,,Gen,kasti mis oli varustatud riiulite ning magamisnaridega ja tapetseeritud,shassii peale,9,2,7,3,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
kinkima,,Par,metallitükke,selle eest,1,2,-1,4,2,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,postverbal
kasseerima,,Par,200 000 dollarit teenustasu,mõlema tema kaitsva tiiva all armu saanu käest,4,8,-4,12,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
mõjutama,,Par,ravimi maaletoomise hinda,langemise suunas,3,2,1,3,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
jälgima,,Par,isegi seda kui kiiresti inimene räägib,jutuajamise käigus,6,2,4,4,1,indefinite,indefinite,pronominal,nonpronomial,postposition,shifted,postverbal
saatma,,Par,e-maile,hunnikute kaupa,1,2,-1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
kasutama,,Par,seda kõike,üldise ülla eesmärgi nimel,2,4,-2,1,5,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
seadma,,Par,lamamistoole,basseini äärde,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
keerama,,Gen,autonina,mägede suunas,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
joonistama,,Nom,need,testsõitudel tehtud spioonifotode järgi,1,4,-3,2,5,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
avastama,,Gen,vett täis suure ämbri,vannitoa kraanikausi alt,4,3,1,7,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
nägema,,Par,Lvivi,kahekümne aasta tagant,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
ilmutama,,Gen,luulekogu Vabariigi laulud,paar aastat tagasi,3,3,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
unustama,,Nom,oma rinnad ja põlved,vähese edvistamise järel,4,3,1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
kirjeldama,,Par,emantsipeerunud siinses kontekstis talupoeglikust iluideaalist lahknenud korsettidesse kängitsetud eesti naist,juba sada aastat tagasi,10,4,6,17,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
heitma,,Gen,kiirpilgu naisekuju muutumisele meie sajandil,selle raamatu põhjal,5,3,2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
korjama,,Par,juuksekarvu,teiste selgade pealt,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
juhatama,,Gen,ta,vetsu poole,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
rääkima,,Par,mitu erinevat versiooni oma isa surmast,nende kahe päeva jooksul,6,4,2,8,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
tõstma,,Gen,pilgu,enda ette,1,2,-1,1,2,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
lööma,,Par,pallurit,tekkinud tüli käigus,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
viskama,,Nom,pomm,maja ette,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
müütama,,Par,oma filme,Baltic Filmsi sildi all,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
koguma,,Par,raha,Sulev Keeduse uue filmi Somnambulance jaoks,1,6,-5,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
leidma,,Par,pelgupaika,painava mineviku ja oleviku piinade eest,1,6,-5,1,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
soetama,,Par,ilusaid asju,selle eest,2,2,0,4,1,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,postverbal
kirjutama,,Nom,õige number,jõe nime taha,2,3,-1,6,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
esitama,,Gen,miljoni kroonini küündida võiva kahjutasunõude,riigi vastu,5,2,3,7,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
esitama,,Gen,avalduse,seksuaalse diskrimineerimise pärast,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
hõlmama,,Par,ka looduspüha ehk talvist pööripäeva,jõulupühade kõrval,5,2,3,4,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
tundma,Ill,Par,rohkem uhkust,selle üle kust oleme pärit,2,5,-3,2,3,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
saama,,Par,ühtki väljakutset,tugeva tuule tõttu,2,3,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
esitama,,Gen,noodi,Eesti saatkonna ees peetud protestiaktsioonide pärast,1,6,-5,9,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
panema,,Gen,vikerkaarevärvi homolipu,ka riigilipu asemele,2,3,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
võtma,,Nom,terve kesklinna väärtuslikud piirkonnad,kaitse alla,4,2,2,6,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
muutma,,Par,sisekujundust,remondi käigus,1,2,-1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
saama,,Gen,selle,eesti eepose Kalevipoeg soome keelde tõlkimise eest,1,7,-6,1,9,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
kinnitama,,Nom,Paavo Nõgene kes hakkab uusi ametikohustusi täitma 1. jaanuarist,Vanemuise juhi kohale,9,3,6,9,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
täiendama,,Par,teadmisi,oma iidoli kohta,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
leidma,,Nom,endasarnane lihtne inimene sageli mitte kõige meeldivam,staarifassaadi tagant,7,2,5,5,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
lõpetama,,Gen,praegu levinud suhtumise et loodusvarad on tasuta,õiglase maksusüsteemi kaudu,7,3,4,6,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
pakkuma,,Par,personaalteenust miljardäridele keda elab majandusajakirja Forbes andmetel Moskvas koguni 23 rohkem on vaid New Yorgis,muu hulgas,15,2,13,3,1,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,postverbal
hoidma,,Par,telgi sisemust,väliste ilmamuutuste eest,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
pakkuma,,Par,rohkem teistlaadi tegevusi,tänapäeva värvikireva kuid üheplaanilise lelumaailma kõrvale,3,6,-3,12,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
saama,,Gen,Nobeli füüsikapreemia,juba 1905. aastal loodud fotoefekti teooria eest mille järgi elektron lendab ainest välja kui saabuv valguskvant talle selleks paraja koguse energiat annab,2,22,-20,4,10,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
lööma,,Nom,afgaanid,Khyberi kuru taha,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tapma,,Nom,peaminister Indira Gandhi,oma sikhidest ihukaitsjate poolt,3,4,-1,3,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
hoidma,,Par,tegevust,kontrolli all,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
viima,,Gen,muutuse,iduliini pidi,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
nägema,,Par,väikest joovastust oma jõust ja võimsusest,teadlaste juures,6,2,4,4,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
heitma,,Par,valgust,ka karude sigimisbioloogia kohta,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tundma,,Par,suurt huvi,maailma asjade vastu,2,3,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
viima,,Gen,muutuse,iduliini pidi,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
hoidma,,Par,energiat,kütmise pealt,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
kasutama,,Par,andmeid,kuue aasta eest,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
loendama,,Par,tšetšeene,kümmekond aastat tagasi,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
levitama,Ill,Par,halvustavaid väljamõeldisi,tšetšeenide kohta,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
ületama,,Par,aga isegi eelmist,agressorite julmuse poolest,3,3,0,6,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
andma,,Nom,sarjad ajaloolistest vaatamisväärsustest kullidest ja liblikatest,muu hulgas,6,2,4,3,1,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,postverbal
kasvatama,,Par,norskaja kõhu või kintsude rasvaladet,umbes viie grammi võrra,5,4,1,5,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tegema,,Par,sellesuunalisi vaatlusi,mitmel pool,2,2,0,7,8,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
tundma,,Par,huvi,autode või aeroplaanide maksusüsteemi või teoloogia vastu,1,7,-6,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tegema,Ill,Par,vähimatki,oma keha heaks,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
murendama,,Par,inimeste usaldust keha suhtes,murdeeast alates,4,2,2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
treenima,,Par,mõningaid lihaseid,keha üldise tasakaalu arvelt,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
kaitsma,,Par,oma reviiri,teiste eest,2,2,0,2,3,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
nilpsama,,Par,mahlaseid suutäisi,teravate okaste vahelt,2,3,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
arvestama,,Par,sellel teel miljonäriks saanuid,koondarvu hulka,4,2,2,4,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
teenima,,Gen,miljoni,ühe põlvkonna jooksul,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
pärssima,,Par,uute töökohtade loomist ning majanduse konkurentsivõimet,sotsiaalmaksu tõstmise kaudu,6,3,3,6,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
paigutama,,Nom,oma raha,elukindlustuse kaudu,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
kaitsma,,Par,oma saari,sakslaste eest,2,2,0,3,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
andma,Ill,Par,toetusi,lepingute teel,1,2,-1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
ootama,,Par,8-10-protsendilist kasvu,pikema aja jooksul,2,3,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
laskma,,Par,lihtsalt liugu,Saksa ja Hollandi tugeva majanduse najal,2,6,-4,8,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
siduma,,Gen,oma raha,dollari külge,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
omama,,Par,erilisi privileege ja majanduslikke eesõigusi,nende käes oleva administratiivse monopoli tõttu,5,6,-1,8,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
hoidma,,Par,suurt osa mõjuvõimust,enda käes,3,2,1,2,4,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
säilitama,,Nom,oma juhtpositsioonid,eliidi seas,2,2,0,4,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
tundma,,Par,huvi,poliitilise mineviku vastu,1,3,-2,3,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
andma,,Par,"12,6 tuhat krooni aastas umbes lasteaialapse aastase ülalpidamise raha",tingtudengi eest,9,2,7,5,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
jooksma,,Par,ennast,kolme-nelja kooli vahel,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
kinnistama,,Par,häid õppejõudusid,enda juurde,2,2,0,4,1,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,postverbal
kaitsma,Ill,Par,oma kodanikke üliõpilasi,petukauba eest,3,2,1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tundma,,Par,end,selle varga ees,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
ehitama,,Par,igat liiki mänguplatse,suurte majade vahele,3,3,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
võtma,,Nom,poisikesed,enda hoole alla,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
hõivama,,Gen,Roughs Toweri mahajäetud sõjaväebaasi,Suurbritannia idaranniku lähedal,4,3,1,7,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
mõistma,,Par,õigust,asjade üle mis juhtuvad avamerel,1,5,-4,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
taunima,,Par,seda,võimaliku sõltuvuse tõttu Venemaast,1,4,-3,1,3,indefinite,indefinite,pronominal,nonpronomial,postposition,nonshifted,postverbal
tajuma,,Par,Vene-kaubanduse tähtsust,Narva vallutamise järel 1581. aastal,2,5,-3,4,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
hoidma,,Nom,Venemaa,nn Balti barjääri taga,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tooma,,Nom,venelased,Läänemere äärde,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
pidama,,Gen,lahingu,sõna xerox kasutamise vastu koopia sünonüümina kirjasõnas,1,7,-6,2,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
juhtima,,Par,autoriteetset kolleegiumi,algusest peale,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
spondeerima,,Par,tervishoidu,"7,4 miljoni eest",1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
võtma,,Par,juba 29 maad,vaatluse alla,3,2,1,5,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
looma,,Nom,üks suur ja üle-eestiline ringkond,senise 11 valimisringkonna asemel,5,4,1,9,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
tegema,Ill,Gen,valiku,umbes paari tuhande kandidaadi seast,1,5,-4,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
murdma,,Par,pead,selle üle,1,2,-1,4,5,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
rikkuma,,Par,patendiõigust,oma rahva tervise nimel,1,4,-3,5,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
nõudma,,Par,õigust oma lastele kes on tulevased Hollandi printsid-printsessid troonipärijad,isegi kohtu kaudu,9,3,6,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
müüma,,Par,vähe ettevõtteid,obligatsioonide eest,2,2,0,4,1,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,postverbal
leidma,,Gen,uue omaniku,obligatsioonide eest,2,2,0,5,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
erastama,,Nom,ettevõtted,obligatsioonide eest,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tõmbama,,Nom,ettevõtte varad ja rahad,selle kaudu,4,2,2,4,1,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,postverbal
hoidma,,Par,firmasid,enda käes,1,2,-1,3,4,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
veeretama,,Par,osa kulutusi eelkõige just hoolduskulud ja õppevahendite hankimise,perekondade kaela,8,2,6,3,12,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
võtma,,Par,raha,nii ravi kui ka ravimite eest,1,6,-5,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tundma,,Par,DARPAt mis varem kandis nime ARPA,eelkõige ühe leiutise järgi,6,4,2,1,11,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
avastama,,Nom,piiriületajast maha jäänud jäljed,lõhna järgi,4,2,2,4,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
lõpetama,,Gen,kursuse,oktoobri hakul,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
võtma,,Nom,suund,selle poole et igas maakonnas oleks ka inimesteotsijaid koeri kes aitaksid leida metsa eksinud lapsi ja vanureid ning teisigi abivajajaid,1,20,-19,1,2,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
vaatama,,Par,rõõmu,kooli ülema näol,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
kandma,,Par,seda tunnet,endaga kaasas,2,2,0,2,3,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,postverbal
paigutama,,Nom,teeviidad,sõjaaegsete massihaudade juurde,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
tundma,,Par,suurt huvi,Eesti vastu,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,postverbal
