Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
sroich,,,an chéad roinn,le Swindon Town,3,3,0,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cuir,,,an bua,ar cheal,2,2,0,4,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
áirigh,,,é,ó Dhia,1,2,-1,6,5,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,postverbal
cuir,,,imní mór,ar an Afraic Theas,2,4,-2,3,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
fág,,,práib chaca,i lár an bhealaigh,2,4,-2,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
lorg,,,cúlárach nó ceart,in aghaidh airgid cliaint nó ionstraimí infheistíochta cliaint nó doiciméad teidil a bhaineann leis na hionstraimí infheistíochta sin a gheobhaidh a shealbhóidh a rialóidh nó a íocfaidh gnólacht gnó infheistíochta thar ceann cliaint faoi mhír (b) den fho-alt seo,3,39,-36,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
léirigh,,,iad,i gCaibidil 3,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
tiontaigh,,,an currach,sa gcéibh,2,2,0,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tabhair,,,a n-aghaidh,ar Londain,2,2,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tabhair,,,cuairt,ar dheoise,1,2,-1,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
bain,,,stangadh,as an phatrarc,1,3,-2,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cuir,,,í,ar ghuaillí Luciani,1,3,-2,5,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,postverbal
déan,,,bosca mar seo,i do leabhar,3,3,0,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cuir,,,na briathra seo a leanas,sna háiteanna cearta,5,3,2,2,7,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tóg,,,páirt,in a lán comórtas,1,4,-3,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tabhair,,,aghaidh,ar an mbialann,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cuir,,,é sin,le méid an deontais ón Aire is comhionann le dhá thrian den mhéid a measfaidh an tAire gurb é costas na hoibre athfhoirgniúcháin é,2,24,-22,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
bain,,,an talamh,de chuid mhór de na Gaeil,2,6,-4,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tabhair,,,an leabhar,do Mháire,2,2,0,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cuir,,,voltas íseal,tríd an ngeata,2,3,-1,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tabhair,,,é,ag Ospidéal Bhaile Lochlainn,1,4,-3,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,postverbal
