Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
داد#ده,,,این‌ها را,به اسلام و مذهب,2,4,-2,7,4,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,او را,بدون شرایط,2,2,0,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
_,,,بخش علمی آن را,برای همین,4,2,2,5,7,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
آمد#آ,,,لقمه حرام,در هیچ جای روانشناسی,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
آورد#آور,,,پول,از راه کلاهبرداری,1,3,-2,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,این را,در لقمه حرام,2,3,-1,6,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
_,,,بخشهای خاصی را,برای ارائه راهکار,3,3,0,5,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
دید#بین,,,راهکاری,در برنامه,1,2,-1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
_,,,ابتدا و انتهای یک زندگی پر از مشکل را,در کارهای نمایشی‌ مان,9,4,5,10,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داد#ده,,,سمت و سوی دیگری,به برنامه,4,2,2,4,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داد#ده,,,خود ش را,با شرایط هنرمند عوام,3,4,-1,8,4,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
زد#زن,,,حرف م را,به او,3,2,1,5,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
_,,,جواب مثبت,به این عقب‌ماندگی تو,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,یک غده,در یکی از چشمهای ش,2,5,-3,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,پدر و مادر ش را,به خاطر قاچاق مواد مخدر,5,5,0,11,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,او را,به فرزندی,2,2,0,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
دید#بین,,,این برنامه را,در اصفهان,3,2,1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,امکانات لازم را,برای همراهی این خیرخواهان,3,4,-1,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,ارتباط مستقیم,با موضوع برنامه ما,2,4,-2,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,ارادت خاصی,به این‌ها,2,2,0,2,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
_,,,چیزی,در خود ش,1,3,-2,5,3,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
آورد#آور,,,یک فضای خیلی دلگیر و وهم‌آلود,به این وسیله,6,3,3,7,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,پشت ش را,با نور,3,2,1,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,صرف نظر,به علت هزینه زیاد,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,یک افکت,در بعضی از قسمتها,2,4,-2,2,6,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
_,,,آن را,به ۳۸ روز,2,3,-1,5,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
_,,,بیشترین ضرر را,در مونتاژ,3,2,1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
_,,,برنامه,در مورد معضلات,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
_,,,این ریتم را,در برنامه,3,2,1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
_,,,آن را,با شرایط,2,2,0,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
داد#ده,,,نظر شان را,به برنامه,3,2,1,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
دید#بین,,,ریشه تمام معضلات را,در فرهنگ جامعه,4,3,1,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,این‌ها را,در زندان,2,2,0,7,4,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,هر کاری که می‌توانند,در این موارد,4,3,1,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
_,,,اندکی را,از تمام گفته‌ها,2,3,-1,3,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
گذارد#گذار,,,تعارف را,با این نیت,2,3,-1,3,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,حضور خود شان را,در برنامه,4,2,2,9,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,برآوردهای به‌مراتب کمتری را,در مورد میزان تماشاگران حدود ده میلیون نفر,4,8,-4,15,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,هیچ کنترل مستقلی,در مورد این,3,3,0,21,18,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,جذبه خاصی,برای جوانترها تحصیل‌کرده‌ترها و تماشاگرانی که کمتر مذهبی‌سنتی هستند,2,9,-7,12,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,درآمد کمتری,از کسانی که کمتر تلویزیون تماشا می‌کردند,2,7,-5,2,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داد#ده,,,تمایل,به پخش مراسم تلویزیونی کلیسا و برنامه‌های مسیحی,1,8,-7,2,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,پنج تا ۵ ۵ میلیون بیننده را,در سالهای ۱۹۹۲ و ۱۹۹۳,7,5,2,3,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,آن‌ها را,بر حسب اهداف برنامه‌های مذهبی,2,5,-3,3,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,احساس همدلی,در خصوص مذهب,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,نقشی محوری,در زندگی بسیاری از افراد,2,5,-3,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,مقتضیات دینی را,در آن ناحیه,3,3,0,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,پول یا سایر منابع مالی,برای سازمانی که اهداف تماما یا عمدتا دینی دارد,5,9,-4,6,15,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,ارتباط نزدیکی,با یک برنامه,2,3,-1,5,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
گرفت#گیر,,,پرداختی,جهت تبلیغات تجاری تلویزیونی,1,4,-3,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,خود را,به نحوی,2,2,0,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
_,,,هیچ گونه ‌ای از باورهای دینی پیروان ادیان,برای اطمینان از این که,8,5,3,7,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,توجه خاصی,به استفاده از زبان مناسب,2,5,-3,8,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,جوامع گوناگونی را,با باورها و فرهنگ‌های مختلف,3,5,-2,10,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
_,,,آدم‌هایی را,در این سری,2,3,-1,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,تغییری,در سرنوشت ش,1,3,-2,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,آدمها را,از هم,2,2,0,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
آورد#آور,,,تغییری,در وضعیت آدمها,1,3,-2,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
_,,,همه توانم را,روی سوژه‌ها,3,2,1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,یک داستان دوقسمتی,در سری قبل ما,3,4,-1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,سی سال,در کوهها,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داد#ده,,,یک سریال ۲۲ قسمتی را,به خود ش,5,3,2,8,3,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
کرد#کن,,,این را,در روزگار جوانی,2,3,-1,8,4,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
داد#ده,,,لهجه,به ش,1,2,-1,1,2,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
_,,,یک لهجه اصفهانی,در کنار ش,3,3,0,2,4,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
کرد#کن,,,همذات‌پنداری بیشتری,با شخصیتها,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
_,,,آن خصوصیات قالبی‌شده را,در لهجه‌ها,4,2,2,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
شناخت#شناس,,,اصفهانی‌ها را,از روی این تعداد,2,4,-2,6,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,شخصیتهای سری قبل را,با سری جدید,4,3,1,8,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
دید#بین,,,چنددستی,در سری جدید,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,همدیگر را,با هوی,2,2,0,7,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
زد#زن,,,همدیگر را,با اسم آقا و خانم,2,5,-3,8,5,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,چه چیز را,در این سری,3,3,0,5,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داد#ده,,,سریال را,به من,2,2,0,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
_,,,۲۲ تا دیگر,روی ش,3,2,1,4,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
ساخت#ساز,,,یک داستان جدید,برای رفیع,3,2,1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,دو شخصیت بسیار همدردی‌برانگیز,در سریال قبلی,4,3,1,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
رفت#رو,,,کار,تا یک جایی,1,3,-2,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
_,,,یک گروه چهل پنجاه‌نفری را,روی انگشت شان,5,3,2,8,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,آدم‌هایی را,در انتخاب اول م,2,4,-2,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
_,,,این تیپ جدید ش را,در مقابل تیپ قبلی‌ اش,5,5,0,9,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,تکلیف خود مان را,در معرفی,4,2,2,5,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
آورد#آور,,,یک بلایی به سر ش,با گریم,5,2,3,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
_,,,اسم بچه‌ اش را,روی این حالت,4,3,1,4,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
است,,,چیزی که من دارم می‌گویم,بر اساس ۱۶ قسمتی,5,4,1,9,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
_,,,انگشت,روی موضوع,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
گفت#گو,,,جاهایی که هر کس این کار را قبل از پخش دید,در قسمت سوم سریال,11,4,7,12,15,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
گرفت#گیر,,,هیچ ایرادی,به ش,2,2,0,3,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
_,,,هیچ قانونی را,تا به حال,3,3,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,آن را,از مسیر کلیشه‌ای,2,3,-1,6,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
زد#زن,,,حرف‌های‌ شان را,با هم,3,2,1,3,4,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
داشت#دار,,,قسمتی,در سری قبل,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داد#ده,,,آن معتاد را,با دو روز,3,3,0,11,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,پنجاه دقیقه برنامه تلویزیونی را,در دو روز,5,3,2,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
زد#زن,,,ساعت شش,از خانه‌ شان,2,3,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
_,,,یک جا,از مونس,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,هیچ ارتباطی,با پدر و مادر ش,2,5,-3,3,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
_,,,چیزی به اسم روزمرگی,در سریال‌های دیگر,4,3,1,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
_,,,دستشویی رفتن آدمها و غذا خوردن شان را,در سریال‌ها,8,2,6,7,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
گفت#گو,,,همه جا,برای همین,2,2,0,1,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
کرد#کن,,,ذهن م را,به خود,3,2,1,6,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
_,,,فرض را,بر این,2,2,0,4,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
آورد#آور,,,شان رسانه‌ای آموزشی فرهنگی را که می‌تواند مدرسه‌ای فراگیر باشد,تا حد یک بقالی یا حداکثر یک نمایشگاه اتومبیل,10,9,1,25,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
دید,,,ایرادهایی,در آن,1,2,-1,4,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
_,,,دنباله,بر فیلم‌ها یا سریال‌هایی ناموفق,1,5,-4,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,قصد ازدواج را,با وی,3,2,1,5,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
داشت#دار,,,مشکل,با همسر ش,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,مشکل,با همسر ش,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,واقع‌گرایی اثر را,در تمام مراحل خود,3,4,-1,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,پایانی خوش,در عوض,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
دانست#دان,,,وجود آن را,در برابر واقعیت خشن هر ماجرایی که در سریال رخ می‌دهد,3,11,-8,16,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,معنا و مفهومی,بی مشکل و مسئولیت,3,4,-1,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
گفت#گو,,,خسته نباشید,به دست‌اندرکاران و سازندگان این سریال,2,6,-4,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
داشت#دار,,,معنی,در قالب طرح دو فوریتی,1,5,-4,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,وزارت اطلاعات را,از حالت انفعالی,3,3,0,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,ما را,در این امر,2,3,-1,4,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
نمود#نما,,,ادعاهای واهی مطرح‌شده را,با ارسال توضیحات به حضور جنابعالی,4,6,-2,6,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
گرفت#گیر,,,سرزمین شان,مورد تجاوز,2,2,0,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
آمد#آ,,,صلح واقعی در منطقه,با احقاق حقوق حقه همه فلسطینیان,4,6,-2,7,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
دانست#دان,,,خود را,در کنار ملت مظلوم لبنان,2,5,-3,7,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
داشت#دار,,,سودی عادلانه و امنیت سرمایه‌گذاری,با حفظ منافع ملی ایران,5,5,0,5,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
دید#بین,,,این مصوبه را,برای کمک به کشاورزان آمریکایی که از قیمت پایین محصولات خود و نیز شرایط ضعیف کشت در بخش وسیعی از کشور در رنج ند,3,24,-21,28,25,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
کرد#کن,,,ضرورت کناره‌گیری آقای خاتمی را,از چند ماه قبل و همزمان با فاز جدید اقدامات آمریکایی‌ها,5,11,-6,6,15,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
_,,,کمترین تردیدی,علیه جمهوری اسلامی ایران,2,4,-2,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,اهداف دشمنان نظام که دشمنان آقای خاتمی نیز هستند را,زیر این پوشش,10,3,7,11,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
کرد#کن,,,طرح اختصاص بودجه برای کمک به روزنامه‌نگاران ایرانی را,در مجلس سنای آمریکا,9,4,5,15,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
